label,파종기,정식기,초장,생과중,성숙기..착색기.,개화기,착과형태,과폭,과장,천립중,주경장,엽장,엽폭,과실.속살의.두께,과실.심실의.수,절간장
3,314,429,150,13.1,NA,526,2,2,8.6,12.5,27,7.3,3.3,1.8,NA,NA
4,224,430,66,NA,NA,512,2,NA,8.5,7.6,1,6.2,2.4,NA,NA,4.1
3,224,430,58,NA,NA,512,2,NA,8.7,7.4,1,7.6,3.8,NA,NA,3.1
1,224,430,59,NA,NA,522,2,NA,9.1,8,1.1,8.8,4.3,NA,NA,5.9
1,314,429,150,15.8,NA,526,2,1.9,9.6,8.5,17,9.3,4.2,2.1,NA,NA
3,224,430,78,NA,NA,522,2,NA,9.4,8,1.1,5.6,2.7,NA,NA,6.4
1,314,429,140,15.2,NA,529,2,2.2,10.5,8,24,10.5,5,1.8,NA,NA
3,224,430,75,NA,NA,516,2,NA,7.6,6.2,1.2,7.3,3.6,NA,NA,4.9
1,306,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,314,429,170,10.1,NA,602,2,1.9,11.3,4.5,38,10.7,4.8,1,NA,NA
1,312,507,124.3,NA,NA,NA,2,NA,13.4,NA,NA,NA,NA,NA,NA,NA
1,314,429,100,17,NA,526,3,2,11.7,7,14,12.2,8.3,1.9,NA,NA
1,306,508,95,28.8,709,524,2,3.4,12,NA,NA,NA,NA,2.4,NA,NA
1,306,508,45,23.1,703,522,1,2.7,11.3,NA,NA,NA,NA,2.7,NA,NA
1,306,508,125,14.2,719,531,2,1.6,14,NA,NA,NA,NA,1.7,NA,NA
1,312,507,130.7,NA,NA,NA,4,NA,8.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,144.3,NA,NA,NA,4,NA,9.3,NA,NA,NA,NA,NA,NA,NA
1,312,507,150.7,NA,NA,NA,4,NA,11.1,NA,NA,NA,NA,NA,NA,NA
1,312,507,158.3,NA,NA,NA,4,NA,12.8,NA,NA,NA,NA,NA,NA,NA
1,306,508,175,8.2,719,531,2,2,7.6,NA,NA,NA,NA,1.1,NA,NA
1,306,508,125,49.8,719,607,2,4.1,10.7,NA,NA,NA,NA,4.5,NA,NA
1,306,508,125,62.2,725,607,1,5.9,7.1,NA,NA,NA,NA,4,NA,NA
1,306,508,125,73.9,725,607,2,4,17.1,NA,NA,NA,NA,3.1,NA,NA
3,421,603,NA,NA,NA,624,2,NA,9.6,NA,26.4,NA,NA,1.5,NA,NA
3,224,430,78,NA,NA,525,2,NA,4.2,5.6,1.1,8.8,4.6,NA,NA,5.1
3,224,430,82,NA,NA,531,2,NA,7.2,7.4,1.1,6.8,3.1,NA,NA,5.9
3,421,603,NA,NA,NA,630,2,NA,5,NA,31,NA,NA,0.9,NA,NA
1,224,430,72,NA,NA,526,2,NA,6.3,6.6,0.9,7.1,3.6,NA,NA,4.4
3,314,429,160,6,NA,523,2,1.8,5.9,5,24,8.5,4,1.3,NA,NA
1,421,603,NA,NA,NA,627,2,NA,8.4,NA,34.5,NA,NA,1.9,NA,NA
1,224,430,89,NA,NA,531,2,NA,6.6,7.2,1,8.4,4.3,NA,NA,5.4
3,224,430,75,NA,NA,526,2,NA,5.9,8.6,1,6.2,3.1,NA,NA,5.7
1,314,429,150,12.3,NA,526,2,2.1,7.7,8.5,17,10.3,5.5,1.7,NA,NA
3,NA,NA,119,NA,NA,NA,2,NA,7.1,7,28.9,NA,NA,1.7,2.2,NA
3,224,430,91,NA,NA,526,2,NA,5.4,6.2,1,5.9,3.1,NA,NA,4.5
2,314,429,150,5.7,NA,523,2,1.6,5.3,5.5,25,6.5,3.4,1.2,NA,NA
4,224,430,83,NA,NA,522,2,NA,6.2,6.8,0.9,7.1,3.5,NA,NA,6.2
3,421,603,NA,NA,NA,627,2,NA,9,NA,25.4,NA,NA,1.4,NA,NA
3,224,430,91,NA,NA,516,2,NA,5.9,6.6,0.9,8.6,3.5,NA,NA,4.9
3,421,603,NA,NA,NA,627,NA,NA,9.8,NA,20.1,NA,NA,1.9,NA,NA
1,314,429,200,7.9,NA,605,2,2,6.7,6,51,8.8,4.5,1.1,NA,NA
4,421,603,NA,NA,NA,624,2,NA,10.6,NA,22.2,NA,NA,1.3,NA,NA
3,421,603,NA,NA,NA,627,2,NA,11,NA,33.5,NA,NA,1.1,NA,NA
3,421,603,NA,NA,NA,624,2,NA,8.8,NA,30.2,NA,NA,2.1,NA,NA
4,421,603,NA,NA,NA,624,2,NA,9.7,NA,27.8,NA,NA,1.6,NA,NA
3,421,603,NA,NA,NA,624,2,NA,11.1,NA,27.8,NA,NA,1.4,NA,NA
3,421,603,NA,NA,NA,620,2,NA,9.9,NA,31.4,NA,NA,2.6,NA,NA
3,421,603,NA,NA,NA,625,2,NA,9.1,NA,49,NA,NA,1.4,NA,NA
3,421,603,NA,NA,NA,624,2,NA,7.2,NA,35,NA,NA,1.2,NA,NA
3,421,603,NA,NA,NA,620,2,NA,11.5,NA,43.5,NA,NA,1.1,NA,NA
3,421,603,NA,NA,NA,630,2,NA,6.6,NA,49.8,NA,NA,1.3,NA,NA
3,421,603,NA,NA,NA,628,2,NA,7.7,NA,47.2,NA,NA,1.4,NA,NA
3,421,603,NA,NA,NA,624,NA,NA,10.8,NA,29.5,NA,NA,1.7,NA,NA
3,421,603,NA,NA,NA,626,2,NA,7.3,NA,35.5,NA,NA,1.2,NA,NA
3,421,603,NA,NA,NA,629,2,NA,9.2,NA,31,NA,NA,1.9,NA,NA
3,421,603,NA,NA,NA,619,2,NA,10,NA,28,NA,NA,1.9,NA,NA
3,421,603,NA,NA,NA,629,2,NA,7.1,NA,40.5,NA,NA,1,NA,NA
3,421,603,NA,NA,NA,624,2,NA,8.4,NA,37,NA,NA,1.5,NA,NA
3,421,603,NA,NA,NA,630,2,NA,9.2,NA,37,NA,NA,1.5,NA,NA
3,421,603,NA,NA,NA,626,2,NA,9.5,NA,54,NA,NA,1.1,NA,NA
3,421,603,NA,NA,NA,629,2,NA,8.7,NA,41,NA,NA,0.9,NA,NA
3,421,603,NA,NA,NA,701,2,NA,8.1,NA,42.5,NA,NA,1.2,NA,NA
3,421,603,NA,NA,NA,626,2,NA,8.7,NA,34,NA,NA,1.3,NA,NA
3,421,603,NA,NA,NA,629,2,NA,9.3,NA,36.2,NA,NA,1.8,NA,NA
3,421,603,NA,NA,NA,622,2,NA,10.2,NA,35,NA,NA,1.8,NA,NA
3,421,603,NA,NA,NA,624,2,NA,9.2,NA,37,NA,NA,1.4,NA,NA
3,421,603,NA,NA,NA,626,2,NA,5.4,NA,33.4,NA,NA,1.1,NA,NA
3,421,603,NA,NA,NA,630,2,NA,9.4,NA,32,NA,NA,2.4,NA,NA
3,421,603,NA,NA,NA,627,2,NA,9.4,NA,26,NA,NA,1.5,NA,NA
2,306,508,175,11.2,725,524,2,1.9,7.7,NA,NA,NA,NA,1.9,NA,NA
1,312,507,144,NA,NA,NA,4,NA,9.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,150,NA,NA,NA,4,NA,8.7,NA,NA,NA,NA,NA,NA,NA
3,314,429,200,12.9,NA,528,2,2.4,7.1,6.5,27,12,5.7,2.1,NA,NA
1,312,507,143.7,NA,NA,NA,2,NA,8.7,NA,NA,NA,NA,NA,NA,NA
1,312,507,138.7,NA,NA,NA,2,NA,11.3,NA,NA,NA,NA,NA,NA,NA
4,312,507,107,NA,NA,NA,2,NA,7.1,NA,NA,NA,NA,NA,NA,NA
1,225,514,NA,NA,NA,615,4,1.4,4.4,NA,36.3,11.4,4.5,1.85,3,7
99,225,514,NA,NA,NA,526,4,1.3,7,NA,29,8.9,3.6,1.37,2,8
1,421,603,NA,NA,NA,720,2,NA,NA,NA,37,NA,NA,1.9,NA,NA
1,312,507,151,NA,NA,NA,4,NA,10.7,NA,NA,NA,NA,NA,NA,NA
3,421,603,NA,NA,NA,620,2,NA,8.6,NA,30,NA,NA,2.9,NA,NA
3,421,603,NA,NA,NA,625,2,NA,14.2,NA,30,NA,NA,1.4,NA,NA
3,421,603,NA,NA,NA,625,2,NA,10,NA,36,NA,NA,1.8,NA,NA
3,421,603,NA,NA,NA,701,2,NA,14.5,NA,38.5,NA,NA,1.5,NA,NA
1,312,507,196.7,NA,NA,NA,4,NA,3.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,182.3,NA,NA,NA,2,NA,4.4,NA,NA,NA,NA,NA,NA,NA
3,421,603,NA,NA,NA,703,2,NA,7.9,NA,41.5,NA,NA,1.7,NA,NA
1,312,507,137.3,NA,NA,NA,2,NA,10,NA,NA,NA,NA,NA,NA,NA
1,312,507,176.7,NA,NA,NA,2,NA,6.7,NA,NA,NA,NA,NA,NA,NA
1,306,508,175,15.1,725,522,2,2.1,11.5,NA,NA,NA,NA,1.6,NA,NA
1,306,508,175,20.1,725,607,2,2.4,7.7,NA,NA,NA,NA,2.6,NA,NA
1,306,508,175,5.5,709,607,2,1.5,8.3,NA,NA,NA,NA,1.5,NA,NA
3,NA,NA,116,NA,NA,NA,2,NA,10.9,8.1,23.5,NA,NA,3.5,2.4,NA
1,NA,NA,101,NA,NA,620,2,NA,9.8,NA,15,NA,NA,5.7,3,NA
1,NA,NA,91,NA,NA,604,2,NA,14.7,NA,22,NA,NA,2.6,2,NA
3,NA,NA,102,NA,NA,604,2,NA,13.6,NA,21,NA,NA,3.8,2.8,NA
3,224,430,75,NA,NA,516,2,NA,7.7,6.4,0.8,9.3,3.9,NA,NA,4.4
3,224,430,87,NA,NA,516,2,NA,5.2,7,0.7,7.9,3.3,NA,NA,3.7
1,302,418,99,NA,NA,523,2,NA,6.8,6.7,26,7.8,3.9,NA,NA,5.2
1,302,418,99,NA,NA,523,2,NA,6.8,6.7,26,7.8,3.9,NA,NA,5.2
3,421,603,NA,NA,NA,702,2,NA,14.5,NA,29.5,NA,NA,3.4,NA,NA
3,421,603,NA,NA,NA,714,2,NA,12.5,NA,36.5,NA,NA,1.7,NA,NA
3,224,430,79,NA,NA,516,2,NA,4.3,6.8,1,7.1,3.1,NA,NA,3.3
3,224,430,76,NA,NA,522,2,NA,5.9,6.8,0.8,6.8,2.8,NA,NA,6.2
3,421,603,NA,NA,NA,625,2,NA,9.5,NA,36,NA,NA,1.8,NA,NA
3,224,430,81,NA,NA,522,2,NA,7.1,6.2,1,7.9,3.2,NA,NA,3.8
3,224,430,84,NA,NA,516,2,NA,6.6,7,1,6.2,3.1,NA,NA,3.6
3,224,430,92,NA,NA,531,2,NA,5.6,7.3,0.9,6.9,3.8,NA,NA,4.3
4,224,430,85,NA,NA,531,2,NA,8.9,6.4,0.9,6.5,3.3,NA,NA,5.2
3,421,603,NA,NA,NA,629,2,NA,8,NA,35.5,NA,NA,1.6,NA,NA
3,421,603,NA,NA,NA,629,NA,NA,9.5,NA,40,NA,NA,1.5,NA,NA
3,224,430,92,NA,NA,516,2,NA,9.6,6.6,0.9,8.5,3.6,NA,NA,3.5
3,421,603,NA,NA,NA,702,2,NA,8.7,NA,31,NA,NA,1.6,NA,NA
3,421,603,NA,NA,NA,627,2,NA,10,NA,28,NA,NA,2.6,NA,NA
3,NA,NA,140,NA,NA,NA,1,NA,7.2,6.8,30.9,NA,NA,2.3,2.4,NA
3,421,603,NA,NA,NA,624,2,NA,9,NA,31,NA,NA,1.9,NA,NA
3,224,430,97,NA,NA,516,2,NA,6.5,7.9,1,9.1,4.5,NA,NA,6.9
1,314,429,140,12.9,NA,523,2,2.2,6.6,7.5,29,13,5.8,1.5,NA,NA
3,224,430,95,NA,NA,516,2,NA,9.6,7.2,1,9.1,3.9,NA,NA,4.1
1,421,603,NA,NA,NA,626,2,NA,14,NA,31,NA,NA,1.6,NA,NA
3,224,430,95,NA,NA,516,2,NA,6.3,6,0.9,5.5,3.1,NA,NA,5.9
3,421,603,NA,NA,NA,626,2,NA,9.5,NA,32,NA,NA,1.2,NA,NA
3,NA,NA,135.6,NA,NA,NA,2,NA,7.2,6.2,24,NA,NA,2.2,2.2,NA
3,302,418,87,NA,NA,523,2,NA,8.4,6.5,22,12.9,4.9,NA,NA,3.7
3,302,418,87,NA,NA,523,2,NA,8.4,6.5,22,12.9,4.9,NA,NA,3.7
1,302,418,87,NA,NA,523,2,NA,6,6,30,8.5,4.1,NA,NA,4.9
1,302,418,87,NA,NA,523,2,NA,6,6,30,8.5,4.1,NA,NA,4.9
3,NA,NA,121.6,NA,NA,NA,2,NA,6.5,6.3,20.8,NA,NA,1.7,2,NA
3,421,603,NA,NA,NA,624,2,NA,11.5,NA,35.5,NA,NA,1.6,NA,NA
3,224,430,94,NA,NA,516,2,NA,5.3,6.4,0.9,8.7,3.9,NA,NA,7.8
3,312,507,145.7,NA,NA,NA,2,NA,5.6,NA,NA,NA,NA,NA,NA,NA
4,224,430,94,NA,NA,516,2,NA,7.5,6.5,1,9.1,4.1,NA,NA,5.7
3,224,430,79,NA,NA,516,2,NA,5.9,6.8,0.8,6.8,3.9,NA,NA,3.6
3,302,418,115,NA,NA,527,2,NA,9.3,6.4,41,13.3,5.8,NA,NA,8.1
3,302,418,115,NA,NA,527,2,NA,9.3,6.4,41,13.3,5.8,NA,NA,8.1
3,224,430,96,NA,NA,516,2,NA,9.2,7.4,1.1,4.2,4.2,NA,NA,4.2
3,421,603,NA,NA,NA,623,2,NA,4.9,NA,26,NA,NA,1.8,NA,NA
3,224,430,81,NA,NA,528,2,NA,10.5,7,1.1,7.1,4.2,NA,NA,4.2
3,421,603,NA,NA,NA,630,2,NA,12,NA,41,NA,NA,2.1,NA,NA
1,224,430,82,NA,NA,528,2,NA,6.5,6.8,1.1,5.9,2.7,NA,NA,2.7
3,302,418,107,NA,NA,523,2,NA,6.1,6.1,29,9.1,4.4,NA,NA,5.8
3,302,418,107,NA,NA,523,2,NA,6.1,6.1,29,9.1,4.4,NA,NA,5.8
3,NA,NA,118.6,NA,NA,NA,2,NA,8.7,7.1,19.3,NA,NA,2.1,2.4,NA
1,224,430,66,NA,NA,531,2,NA,9.1,6.6,0.9,4.4,2.8,NA,NA,2.8
1,314,429,140,13.7,NA,526,2,2.2,8.6,6,22,12.7,5.5,2.4,NA,NA
1,302,418,105,NA,NA,523,2,NA,8.9,7.2,26,10.7,5.2,NA,NA,5.1
1,302,418,105,NA,NA,523,2,NA,8.9,7.2,26,10.7,5.2,NA,NA,5.1
1,302,418,117,NA,NA,527,2,NA,6.1,6.5,36,10.8,4.9,NA,NA,8.3
1,302,418,117,NA,NA,527,2,NA,6.1,6.5,36,10.8,4.9,NA,NA,8.3
3,224,430,86,NA,NA,522,2,NA,5.8,6,1,7.6,4.1,NA,NA,5.7
1,224,430,82,NA,NA,522,2,NA,5.6,6.9,0.9,9.1,4.2,NA,NA,4.4
3,NA,NA,143.6,NA,NA,NA,2,NA,11.7,6.5,28.6,NA,NA,2.4,2.8,NA
3,224,430,92,NA,NA,516,2,NA,7.6,6,1.1,8.4,4.2,NA,NA,5.8
3,NA,NA,135.4,NA,NA,NA,2,NA,17,6.4,22.5,NA,NA,2.1,2,NA
3,224,430,76,NA,NA,524,2,NA,8.5,6.5,1,6.7,4.1,NA,NA,4.2
3,NA,NA,104,NA,NA,NA,2,NA,9.6,6.2,21.6,NA,NA,2.3,2.6,NA
3,NA,NA,138,NA,NA,NA,1,NA,11.2,6.3,28.9,NA,NA,2.7,2.2,NA
3,421,603,NA,NA,NA,620,2,NA,7.9,NA,32,NA,NA,1.5,NA,NA
1,225,NA,110,NA,NA,528,2,1.5,6.6,NA,22.8,7.5,4.5,1.8,2.8,7.9
3,421,603,NA,NA,NA,624,2,NA,7.9,NA,32,NA,NA,1.2,NA,NA
3,421,603,NA,NA,NA,627,2,NA,8.1,NA,28,NA,NA,1.2,NA,NA
1,225,NA,76,NA,NA,605,4,3.9,15.9,NA,15.1,12,6.8,3.4,2.6,5.9
1,312,507,28,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,NA,NA
1,302,418,64,NA,NA,527,2,NA,10.2,6.3,22,11.1,3.6,NA,NA,4.1
1,302,418,64,NA,NA,527,2,NA,10.2,6.3,22,11.1,3.6,NA,NA,4.1
1,314,429,70,26.6,NA,526,2,2.6,12.8,5.5,18,14.7,5.3,2.9,NA,NA
5,312,507,123.3,NA,NA,NA,2,NA,9.2,NA,NA,NA,NA,NA,NA,NA
1,312,507,36.3,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,NA,NA
1,312,507,22.7,NA,NA,NA,4,NA,10.7,NA,NA,NA,NA,NA,NA,NA
3,224,430,79,NA,NA,516,2,NA,5.8,6.8,0.8,4.6,2.3,NA,NA,6.1
3,421,603,NA,NA,NA,620,2,NA,8,NA,24,NA,NA,1.4,NA,NA
3,224,430,77,NA,NA,516,2,NA,8.4,6.7,0.8,5.4,3.3,NA,NA,2.6
1,314,429,140,6.2,NA,526,2,1.9,5.7,5.5,26,7.7,3.8,1.1,NA,NA
4,224,430,77,NA,NA,516,1,NA,5.7,7.2,0.9,8.3,4.2,NA,NA,3.3
3,224,430,94,NA,NA,516,2,NA,5.3,6.5,0.9,6.6,3.7,NA,NA,5.9
1,314,429,140,6.8,NA,529,2,1.8,6.4,6.5,31,10.2,4,1.3,NA,NA
3,224,430,85,NA,NA,516,2,NA,6.1,7.4,1,5.5,3.4,NA,NA,3.3
1,314,429,140,12.4,NA,522,2,2.3,6.7,8.5,27,8.3,4,2.1,NA,NA
1,312,507,157.3,NA,NA,NA,4,NA,2.6,NA,NA,NA,NA,NA,NA,NA
3,421,603,NA,NA,NA,624,2,NA,10.5,NA,39,NA,NA,2,NA,NA
3,421,603,NA,NA,NA,622,2,NA,8,NA,27,NA,NA,1.9,NA,NA
1,312,507,84.7,NA,NA,NA,4,NA,9.1,NA,NA,NA,NA,NA,NA,NA
3,312,507,167.3,NA,NA,NA,2,NA,5.1,NA,NA,NA,NA,NA,NA,NA
1,225,NA,100,NA,NA,630,2,0.8,6.3,NA,19.2,13.7,6.2,1.1,2.2,11.5
1,312,429,156.7,3.2,718,610,1,1.3,6,NA,41,18.9,9.7,0.6,NA,9.7
1,225,NA,146,NA,NA,630,2,1.4,8.6,NA,30.7,13.1,7,1.5,2,9.4
1,302,418,111,NA,NA,601,2,NA,3.1,6,24,9.7,4.3,NA,NA,5.2
1,302,418,111,NA,NA,601,2,NA,3.1,6,24,9.7,4.3,NA,NA,5.2
1,312,429,126.7,NA,725,618,1,NA,NA,NA,44.3,23.4,11.2,NA,NA,10.3
3,312,507,187.7,NA,NA,NA,2,NA,6.6,NA,NA,NA,NA,NA,NA,NA
2,314,429,160,6.3,NA,530,3,1.5,6.5,7.5,25,8.7,3.7,1,NA,NA
3,312,507,238,NA,NA,NA,1,NA,4.4,NA,NA,NA,NA,NA,NA,NA
3,227,507,169.6,NA,NA,623,2,NA,6,7.5,26.1,NA,NA,1.5,3,NA
1,225,NA,101.7,NA,NA,630,2,1,4.2,NA,24.9,11.6,4.6,1.5,2,10.9
1,312,507,212.3,NA,NA,NA,2,NA,5.9,NA,NA,NA,NA,NA,NA,NA
1,225,NA,125,NA,NA,630,2,1.1,9.5,NA,17.6,12.9,6.6,1.2,2,11.5
1,312,507,127,NA,NA,NA,4,NA,7.9,NA,NA,NA,NA,NA,NA,NA
3,302,418,151,NA,NA,527,2,NA,10.6,6.1,33,10.1,5.2,NA,NA,9.9
3,302,418,151,NA,NA,527,2,NA,10.6,6.1,33,10.1,5.2,NA,NA,9.9
3,421,603,NA,NA,NA,622,2,NA,6.8,NA,33,NA,NA,1.5,NA,NA
1,421,603,NA,NA,NA,629,2,NA,6.8,NA,24,NA,NA,1.5,NA,NA
3,421,603,NA,NA,NA,702,2,NA,13.5,NA,24,NA,NA,1.8,NA,NA
3,421,603,NA,NA,NA,629,2,NA,8.2,NA,32,NA,NA,2.5,NA,NA
1,312,507,107.7,NA,NA,NA,2,NA,13.8,NA,NA,NA,NA,NA,NA,NA
3,421,603,NA,NA,NA,629,2,NA,11.5,NA,31.5,NA,NA,1.7,NA,NA
1,225,NA,102.5,NA,NA,616,2,1.8,10.3,NA,22,9.2,3.9,2.2,2.8,9.6
3,312,507,168,NA,NA,NA,2,NA,9.8,NA,NA,NA,NA,NA,NA,NA
1,314,429,170,10.3,NA,602,2,1.6,8.9,5.5,25,9.4,3.6,2,NA,NA
1,225,NA,100,NA,NA,708,2,1.6,7.48,NA,30.6,13.2,7.1,1.8,2.4,13.8
2,314,429,200,10.1,NA,602,2,1.7,8.3,5.5,26,9.8,3.7,1.8,NA,NA
1,314,429,100,14,NA,602,2,1.5,11.4,6.5,28,8.7,3.5,1.9,NA,NA
2,314,429,150,10.5,NA,602,2,1.8,9.3,6,27,10.3,4,1.5,NA,NA
2,312,429,45.7,29.6,702,512,2,2.2,15.1,NA,16.7,15.9,7.8,2.9,NA,5.7
1,312,429,48,50.8,720,521,2,4.3,9.8,NA,14.8,16.7,8.6,4.9,NA,5.3
2,314,429,130,12.9,NA,602,2,2.4,6.1,4.5,13,11.2,5.3,2.5,NA,NA
3,312,507,171.7,NA,NA,NA,4,NA,8.1,NA,NA,NA,NA,NA,NA,NA
1,312,507,206.3,NA,NA,NA,1,NA,5.1,NA,NA,NA,NA,NA,NA,NA
1,314,429,170,4.5,NA,615,1,1.2,4.8,4,62,10.8,6.3,1.7,NA,NA
1,312,507,200,NA,NA,NA,1,NA,7.6,NA,NA,NA,NA,NA,NA,NA
1,312,507,169.3,NA,NA,NA,1,NA,6.6,NA,NA,NA,NA,NA,NA,NA
1,421,603,NA,NA,NA,701,2,NA,7.8,NA,33,NA,NA,2,NA,NA
1,312,429,143.3,12.6,710,523,2,2.2,7.5,NA,13.5,15,6.4,2,NA,8.3
3,312,507,124.3,NA,NA,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA
3,225,NA,108,NA,NA,708,2,2.1,8.4,NA,25.6,17.5,7.5,2,2.4,11.9
5,312,507,155.3,NA,NA,NA,2,NA,10,NA,NA,NA,NA,NA,NA,NA
3,312,507,171,NA,NA,NA,2,NA,11.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,120,NA,NA,NA,2,NA,10.4,NA,NA,NA,NA,NA,NA,NA
1,225,NA,40,NA,NA,618,2,1.5,11.9,NA,16.4,9.1,4.4,1.9,2,6.5
1,312,507,101.3,NA,NA,NA,2,NA,12.5,NA,NA,NA,NA,NA,NA,NA
3,312,507,110,NA,NA,NA,2,NA,13.3,NA,NA,NA,NA,NA,NA,NA
5,312,507,140,NA,NA,NA,4,NA,3.3,NA,NA,NA,NA,NA,NA,NA
3,312,507,72.3,NA,NA,NA,2,NA,5.5,NA,NA,NA,NA,NA,NA,NA
3,312,507,111.7,NA,NA,NA,2,NA,5.9,NA,NA,NA,NA,NA,NA,NA
4,312,507,173,NA,NA,NA,4,NA,5.8,NA,NA,NA,NA,NA,NA,NA
3,312,507,197.3,NA,NA,NA,2,NA,2.7,NA,NA,NA,NA,NA,NA,NA
1,421,603,NA,NA,NA,624,1,NA,2.9,NA,41,NA,NA,1.4,NA,NA
1,314,429,200,2,NA,605,1,1.3,3.3,2,28,8,3.8,1.3,NA,NA
3,312,507,178.3,NA,NA,NA,4,NA,7.1,NA,NA,NA,NA,NA,NA,NA
1,314,429,160,8.1,NA,529,2,1.8,6.5,6.5,25,10.2,4,1.9,NA,NA
1,225,NA,45,NA,NA,618,2,1.4,3.3,NA,22.9,8.5,3.4,1.7,2.4,3.8
3,312,507,96,NA,NA,NA,2,NA,7.2,NA,NA,NA,NA,NA,NA,NA
1,225,NA,135,NA,NA,618,4,2.2,7.3,NA,20,12.9,5.8,1.8,2.8,7.1
1,312,507,99.3,NA,NA,NA,1,NA,10.9,NA,NA,NA,NA,NA,NA,NA
3,312,507,97,NA,NA,NA,2,NA,6.4,NA,NA,NA,NA,NA,NA,NA
4,312,507,162,NA,NA,NA,1,NA,1.3,NA,NA,NA,NA,NA,NA,NA
1,312,507,202.7,NA,NA,NA,2,NA,3.3,NA,NA,NA,NA,NA,NA,NA
1,312,507,169.3,NA,NA,NA,2,NA,11.2,NA,NA,NA,NA,NA,NA,NA
4,312,507,92,NA,NA,NA,1,NA,7.2,NA,NA,NA,NA,NA,NA,NA
4,312,507,206,NA,NA,NA,2,NA,7.2,NA,NA,NA,NA,NA,NA,NA
4,312,507,78.5,NA,NA,NA,1,NA,7.2,NA,NA,NA,NA,NA,NA,NA
